Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Wymiar 3;Jednostka miary;"2002";"2011";
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - GOSPODARSTWA DOMOWE I RODZINY";"Rodziny z dziećmi wg liczby dzieci do lat 24 pozostających na utrzymaniu (Wymiary: Rodziny; Wartość i precyzja)";"dzieci w rodzinie ogółem";"wskaźnik precyzji";"";"%";;0,63;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - GOSPODARSTWA DOMOWE I RODZINY";"Rodziny z dziećmi wg liczby dzieci do lat 24 pozostających na utrzymaniu (Wymiary: Rodziny; Wartość i precyzja)";"przeciętna liczba dzieci do lat 24 na utrzymaniu";"wartość liczbowa";"";"osoba";;1,43;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - GOSPODARSTWA DOMOWE I RODZINY";"Rodziny z dziećmi wg liczby dzieci do lat 24 pozostających na utrzymaniu (Wymiary: Rodziny; Wartość i precyzja)";"przeciętna liczba dzieci do lat 24 na utrzymaniu";"wskaźnik precyzji";"";"%";;1,02;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem (Wymiary: Wyszczególnienie)";"mieszkania ogółem";"";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem (Wymiary: Wyszczególnienie)";"powierzchnia użytkowa mieszkania ogółem";"";"";"m2";;17608252;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem (Wymiary: Wyszczególnienie)";"mieszkania zamieszkane stale";"";"";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem (Wymiary: Wyszczególnienie)";"powierzchnia użytkowa mieszkania zamieszkane stale";"";"";"m2";;17565672;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem (Wymiary: Wyszczególnienie)";"ludność w mieszkaniach zamieszkanych stale";"";"";"osoba";;622968;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"ogółem";"";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"poniżej 30 m2";"";"";"-";;13377;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"30 - 39 m2";"";"";"-";;36336;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"40 - 49 m2";"";"";"-";;51483;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"50 - 59 m2";"";"";"-";;50649;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"60 - 79 m2";"";"";"-";;54239;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"80 - 99 m2";"";"";"-";;14076;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"100 - 119 m2";"";"";"-";;9563;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej (Wymiary: Powierzchnia)";"120 m2 i więcej";"";"";"-";;21523;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"ogółem";"";"-";;254843;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"poniżej 30 m2";"";"-";;13377;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"30 - 39 m2";"";"-";;36336;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"40 - 49 m2";"";"-";;51483;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"50 - 59 m2";"";"-";;50649;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"60 - 79 m2";"";"-";;54239;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"80 - 99 m2";"";"-";;14076;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"100 - 119 m2";"";"-";;9563;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"ogółem";"120 m2 i więcej";"";"-";;21523;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"ogółem";"";"-";;40014;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"poniżej 30 m2";"";"-";;2796;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"30 - 39 m2";"";"-";;6989;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"40 - 49 m2";"";"-";;7732;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"50 - 59 m2";"";"-";;7037;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"60 - 79 m2";"";"-";;8772;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"80 - 99 m2";"";"-";;3946;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"100 - 119 m2";"";"-";;1696;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"przed 1918";"120 m2 i więcej";"";"-";;1002;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"ogółem";"";"-";;32020;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"poniżej 30 m2";"";"-";;1099;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"30 - 39 m2";"";"-";;3165;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"40 - 49 m2";"";"-";;5992;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"50 - 59 m2";"";"-";;5840;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"60 - 79 m2";"";"-";;8224;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"80 - 99 m2";"";"-";;3616;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"100 - 119 m2";"";"-";;1872;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1918 - 1944";"120 m2 i więcej";"";"-";;2095;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"ogółem";"";"-";;42143;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"poniżej 30 m2";"";"-";;5895;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"30 - 39 m2";"";"-";;10538;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"40 - 49 m2";"";"-";;12153;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"50 - 59 m2";"";"-";;7210;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"60 - 79 m2";"";"-";;3629;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"80 - 99 m2";"";"-";;980;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"100 - 119 m2";"";"-";;924;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1945 - 1970";"120 m2 i więcej";"";"-";;787;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"ogółem";"";"-";;38889;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"poniżej 30 m2";"";"-";;1885;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"30 - 39 m2";"";"-";;6234;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"40 - 49 m2";"";"-";;10052;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"50 - 59 m2";"";"-";;11499;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"60 - 79 m2";"";"-";;5263;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"80 - 99 m2";"";"-";;811;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"100 - 119 m2";"";"-";;1745;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1971 - 1978";"120 m2 i więcej";"";"-";;1369;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"ogółem";"";"-";;34184;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"poniżej 30 m2";"";"-";;723;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"30 - 39 m2";"";"-";;4024;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"40 - 49 m2";"";"-";;6413;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"50 - 59 m2";"";"-";;5497;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"60 - 79 m2";"";"-";;12660;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"80 - 99 m2";"";"-";;1201;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"100 - 119 m2";"";"-";;1510;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1979 - 1988";"120 m2 i więcej";"";"-";;2116;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"ogółem";"";"-";;34896;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"poniżej 30 m2";"";"-";;586;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"30 - 39 m2";"";"-";;3476;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"40 - 49 m2";"";"-";;4884;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"50 - 59 m2";"";"-";;7734;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"60 - 79 m2";"";"-";;11494;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"80 - 99 m2";"";"-";;2237;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"100 - 119 m2";"";"-";;793;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"1989 - 2002";"120 m2 i więcej";"";"-";;3533;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"ogółem";"";"-";;14259;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"poniżej 30 m2";"";"-";;182;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"30 - 39 m2";"";"-";;854;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"40 - 49 m2";"";"-";;2022;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"50 - 59 m2";"";"-";;2666;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"60 - 79 m2";"";"-";;1756;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"80 - 99 m2";"";"-";;489;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"100 - 119 m2";"";"-";;521;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2003 - 2007";"120 m2 i więcej";"";"-";;5177;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"ogółem";"";"-";;12068;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"poniżej 30 m2";"";"-";;29;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"30 - 39 m2";"";"-";;672;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"40 - 49 m2";"";"-";;1631;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"50 - 59 m2";"";"-";;2382;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"60 - 79 m2";"";"-";;1749;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"80 - 99 m2";"";"-";;544;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"100 - 119 m2";"";"-";;318;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane ogółem wg powierzchni użytkowej i okresu budowy budynku (Wymiary: Okres budowy; Powierzchnia)";"2008 - 2011 (łącznie z budynkami będącymi w budowie)";"120 m2 i więcej";"";"-";;4711;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane stale wg liczby izb (Wymiary: Liczba izb)";"mieszkania";"";"";"-";;254430;
"NARODOWE SPISY POWSZECHNE";"NSP 2011 - MIESZKANIA ZAMIESZKANE";"Mieszkania zamieszkane stale wg liczby izb (Wymiary: Liczba izb)";"1 izba";"";"";"-";;12257;
