Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Jednostka miary;"2002";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"wyższe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"policealne";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"średnie razem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"średnie ogólnokształcące";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"średnie zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"zasadnicze zawodowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"podstawowe ukończone";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci (Wymiary: Płeć; Wykształcenie)";"kobiety";"podstawowe nieukończone i bez wykształcenia";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"ogółem";"wyższe";"osoba";113122;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"ogółem";"średnie razem (policealne, średnie zawodowe i średnie ogólnokształcące)";"osoba";232919;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"ogółem";"zasadnicze zawodowe";"osoba";86976;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"ogółem";"podstawowe ukończone";"osoba";114738;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"ogółem";"podstawowe nieukończone i bez wykształcenia";"osoba";10137;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"wyższe";"osoba";53964;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"średnie razem (policealne, średnie zawodowe i średnie ogólnokształcące)";"osoba";98757;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"zasadnicze zawodowe";"osoba";53419;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"podstawowe ukończone";"osoba";48810;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"mężczyźni";"podstawowe nieukończone i bez wykształcenia";"osoba";3656;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"kobiety";"wyższe";"osoba";59158;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"kobiety";"średnie razem (policealne, średnie zawodowe i średnie ogólnokształcące)";"osoba";134162;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"kobiety";"zasadnicze zawodowe";"osoba";33557;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"kobiety";"podstawowe ukończone";"osoba";65928;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg poziomu wykształcenia i płci dla miejscowości statystycznych (Wymiary: Płeć; Wykształcenie)";"kobiety";"podstawowe nieukończone i bez wykształcenia";"osoba";6481;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"kawaler, panna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"żonaty, zamężna (pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"żonaty, zamężna (nie pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"rozwiedziony, rozwiedziona";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"ogółem";"wdowiec, wdowa";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"kawaler, panna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"żonaty, zamężna (pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"żonaty, zamężna (nie pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"rozwiedziony, rozwiedziona";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"mężczyźni";"wdowiec, wdowa";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"kawaler, panna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"żonaty, zamężna (pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"żonaty, zamężna (nie pozostający w małżeństwie)";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"rozwiedziony, rozwiedziona";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg stanu cywilnego prawnego i płci (Wymiary: Płeć; Stan cywilny prawny)";"kobiety";"wdowiec, wdowa";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"ogółem";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"ogółem";"prawnie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"ogółem";"tylko biologicznie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"mężczyźni";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"mężczyźni";"prawnie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"mężczyźni";"tylko biologicznie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"kobiety";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"kobiety";"prawnie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Niepełnosprawni w wieku 15 lat i więcej (Wymiary: Płeć; Kategorie niepełnosprawności)";"kobiety";"tylko biologicznie";"osoba";0;
